Value,Pixel count,Area (deg2)
0.213774,1,0.000000000000087748274545053400
0.214332,1,0.000000000000087748274545053400
0.215114,1,0.000000000000087748274545053400
0.215787,1,0.000000000000087748274545053400
0.217416,2,0.000000000000175496549090106000
0.218322,1235,0.000000000108369119063141000000
0.218694,1,0.000000000000087748274545053400
0.21923,1,0.000000000000087748274545053400
0.219246,1,0.000000000000087748274545053400
0.219527,1,0.000000000000087748274545053400
0.219667,1,0.000000000000087748274545053400
0.21973,1,0.000000000000087748274545053400
0.220244,1,0.000000000000087748274545053400
0.220443,1,0.000000000000087748274545053400
0.220977,1,0.000000000000087748274545053400
0.221156,917,0.000000000080465167757814000000
0.221905,1,0.000000000000087748274545053400
0.222059,1,0.000000000000087748274545053400
0.22233,1,0.000000000000087748274545053400
0.22272,1,0.000000000000087748274545053400
0.22346,1,0.000000000000087748274545053400
0.223812,1,0.000000000000087748274545053400
0.225567,1,0.000000000000087748274545053400
0.226275,1,0.000000000000087748274545053400
0.227815,1,0.000000000000087748274545053400
0.227863,1,0.000000000000087748274545053400
0.227925,1,0.000000000000087748274545053400
0.228171,1,0.000000000000087748274545053400
0.230538,1,0.000000000000087748274545053400
0.231637,1,0.000000000000087748274545053400
0.231758,1,0.000000000000087748274545053400
0.232379,1,0.000000000000087748274545053400
0.232979,1,0.000000000000087748274545053400
0.233593,1,0.000000000000087748274545053400
0.234307,1,0.000000000000087748274545053400
0.23432,1,0.000000000000087748274545053400
0.234369,1,0.000000000000087748274545053400
0.234663,1,0.000000000000087748274545053400
0.234805,1,0.000000000000087748274545053400
0.234882,1,0.000000000000087748274545053400
0.23493,1,0.000000000000087748274545053400
0.234961,1,0.000000000000087748274545053400
0.234982,1,0.000000000000087748274545053400
0.235063,3,0.000000000000263244823635160000
0.235602,1,0.000000000000087748274545053400
0.237569,1,0.000000000000087748274545053400
0.238643,1,0.000000000000087748274545053400
0.239002,1,0.000000000000087748274545053400
0.240866,1,0.000000000000087748274545053400
0.241703,1,0.000000000000087748274545053400
0.241995,1,0.000000000000087748274545053400
0.242272,1,0.000000000000087748274545053400
0.2424,1,0.000000000000087748274545053400
0.242422,1,0.000000000000087748274545053400
0.242937,1,0.000000000000087748274545053400
0.243787,1,0.000000000000087748274545053400
0.24626,1,0.000000000000087748274545053400
0.247373,1,0.000000000000087748274545053400
0.24752,1,0.000000000000087748274545053400
0.249432,1,0.000000000000087748274545053400
0.249863,1,0.000000000000087748274545053400
0.250508,1,0.000000000000087748274545053400
0.250512,1,0.000000000000087748274545053400
0.250604,1,0.000000000000087748274545053400
0.251808,1,0.000000000000087748274545053400
0.253356,1,0.000000000000087748274545053400
0.254423,1,0.000000000000087748274545053400
0.254566,1,0.000000000000087748274545053400
0.25461,1,0.000000000000087748274545053400
0.255365,1,0.000000000000087748274545053400
0.256254,1,0.000000000000087748274545053400
0.257948,1,0.000000000000087748274545053400
0.258643,1,0.000000000000087748274545053400
0.258718,1,0.000000000000087748274545053400
0.258803,1,0.000000000000087748274545053400
0.259074,1,0.000000000000087748274545053400
0.259098,1,0.000000000000087748274545053400
0.260265,1,0.000000000000087748274545053400
0.26125,1,0.000000000000087748274545053400
0.261436,1239,0.000000000108720112161321000000
0.262788,1,0.000000000000087748274545053400
0.263406,1,0.000000000000087748274545053400
0.263487,1,0.000000000000087748274545053400
0.264043,1,0.000000000000087748274545053400
0.265221,1,0.000000000000087748274545053400
0.265831,1,0.000000000000087748274545053400
0.265967,1,0.000000000000087748274545053400
0.26603,1,0.000000000000087748274545053400
0.266164,1,0.000000000000087748274545053400
0.266312,1,0.000000000000087748274545053400
0.266375,1,0.000000000000087748274545053400
0.266465,1,0.000000000000087748274545053400
0.266825,1,0.000000000000087748274545053400
0.266961,1,0.000000000000087748274545053400
0.267757,1,0.000000000000087748274545053400
0.267858,1,0.000000000000087748274545053400
0.267932,1,0.000000000000087748274545053400
0.269732,1,0.000000000000087748274545053400
0.270943,1,0.000000000000087748274545053400
0.272476,1,0.000000000000087748274545053400
0.272799,1,0.000000000000087748274545053400
0.273185,1,0.000000000000087748274545053400
0.273351,846,0.000000000074235040265115200000
0.273531,1,0.000000000000087748274545053400
0.274385,1,0.000000000000087748274545053400
0.274661,1,0.000000000000087748274545053400
0.274763,1,0.000000000000087748274545053400
0.275381,1,0.000000000000087748274545053400
0.27544,1,0.000000000000087748274545053400
0.27663,1,0.000000000000087748274545053400
0.27685,1,0.000000000000087748274545053400
0.277206,1,0.000000000000087748274545053400
0.277497,914,0.000000000080201922934178800000
0.277512,1,0.000000000000087748274545053400
0.278076,1,0.000000000000087748274545053400
0.279827,1,0.000000000000087748274545053400
0.281115,1,0.000000000000087748274545053400
0.282305,1,0.000000000000087748274545053400
0.282471,1,0.000000000000087748274545053400
0.28332,1,0.000000000000087748274545053400
0.283633,1,0.000000000000087748274545053400
0.284465,1,0.000000000000087748274545053400
0.285738,1,0.000000000000087748274545053400
0.286129,1,0.000000000000087748274545053400
0.287357,1,0.000000000000087748274545053400
0.28736,1,0.000000000000087748274545053400
0.287403,1,0.000000000000087748274545053400
0.28906,1,0.000000000000087748274545053400
0.289228,1,0.000000000000087748274545053400
0.289298,1,0.000000000000087748274545053400
0.289332,1,0.000000000000087748274545053400
0.29012,1,0.000000000000087748274545053400
0.290272,1,0.000000000000087748274545053400
0.292329,1,0.000000000000087748274545053400
0.292343,1,0.000000000000087748274545053400
0.29238,1,0.000000000000087748274545053400
0.293038,1,0.000000000000087748274545053400
0.293298,1,0.000000000000087748274545053400
0.294008,1,0.000000000000087748274545053400
0.294084,1,0.000000000000087748274545053400
0.294222,1,0.000000000000087748274545053400
0.29482,1,0.000000000000087748274545053400
0.295121,1,0.000000000000087748274545053400
0.295548,1,0.000000000000087748274545053400
0.295618,1,0.000000000000087748274545053400
0.29592,1,0.000000000000087748274545053400
0.29595,1,0.000000000000087748274545053400
0.296117,1,0.000000000000087748274545053400
0.296195,1,0.000000000000087748274545053400
0.296253,1,0.000000000000087748274545053400
0.296355,1,0.000000000000087748274545053400
0.296465,1,0.000000000000087748274545053400
0.296861,1,0.000000000000087748274545053400
0.296882,3,0.000000000000263244823635160000
0.298637,1,0.000000000000087748274545053400
0.298674,1,0.000000000000087748274545053400
0.299141,1,0.000000000000087748274545053400
0.300055,1,0.000000000000087748274545053400
0.300162,1,0.000000000000087748274545053400
0.300189,1,0.000000000000087748274545053400
0.300294,1,0.000000000000087748274545053400
0.300328,1,0.000000000000087748274545053400
0.301735,1,0.000000000000087748274545053400
0.302121,1,0.000000000000087748274545053400
0.303108,1,0.000000000000087748274545053400
0.303122,1,0.000000000000087748274545053400
0.303583,1,0.000000000000087748274545053400
0.303713,1,0.000000000000087748274545053400
0.305841,1,0.000000000000087748274545053400
0.306487,1,0.000000000000087748274545053400
0.307763,1,0.000000000000087748274545053400
0.308533,1,0.000000000000087748274545053400
0.309881,1,0.000000000000087748274545053400
0.310544,1,0.000000000000087748274545053400
0.310659,1,0.000000000000087748274545053400
0.310971,1233,0.000000000108193622514050000000
0.311371,1,0.000000000000087748274545053400
0.312448,1,0.000000000000087748274545053400
0.312563,1,0.000000000000087748274545053400
0.312579,1,0.000000000000087748274545053400
0.313239,1,0.000000000000087748274545053400
0.313426,1,0.000000000000087748274545053400
0.313891,1,0.000000000000087748274545053400
0.314082,1,0.000000000000087748274545053400
0.314733,1,0.000000000000087748274545053400
0.31478,1,0.000000000000087748274545053400
0.317004,1,0.000000000000087748274545053400
0.318301,1,0.000000000000087748274545053400
0.318946,1,0.000000000000087748274545053400
0.319526,1,0.000000000000087748274545053400
0.322766,1,0.000000000000087748274545053400
0.323889,1,0.000000000000087748274545053400
0.325167,1,0.000000000000087748274545053400
0.325768,1,0.000000000000087748274545053400
0.326954,1,0.000000000000087748274545053400
0.329242,1,0.000000000000087748274545053400
0.329381,1,0.000000000000087748274545053400
0.330085,1,0.000000000000087748274545053400
0.33129,1,0.000000000000087748274545053400
0.332851,1,0.000000000000087748274545053400
0.333101,1,0.000000000000087748274545053400
0.334291,1,0.000000000000087748274545053400
0.334391,1,0.000000000000087748274545053400
0.334691,1,0.000000000000087748274545053400
0.337067,1,0.000000000000087748274545053400
0.337433,1,0.000000000000087748274545053400
0.3391,1,0.000000000000087748274545053400
0.339492,1,0.000000000000087748274545053400
0.33967,1,0.000000000000087748274545053400
0.340231,1,0.000000000000087748274545053400
0.340902,1,0.000000000000087748274545053400
0.341105,1,0.000000000000087748274545053400
0.341431,1,0.000000000000087748274545053400
0.3417,1,0.000000000000087748274545053400
0.341742,1,0.000000000000087748274545053400
0.342582,1,0.000000000000087748274545053400
0.34262,1,0.000000000000087748274545053400
0.342775,1,0.000000000000087748274545053400
0.344076,5,0.000000000000438741372725267000
0.345007,1,0.000000000000087748274545053400
0.34505,1,0.000000000000087748274545053400
0.345307,1,0.000000000000087748274545053400
0.34568,1,0.000000000000087748274545053400
0.346251,1,0.000000000000087748274545053400
0.346469,1,0.000000000000087748274545053400
0.34719,1,0.000000000000087748274545053400
0.348889,1,0.000000000000087748274545053400
0.349433,1,0.000000000000087748274545053400
0.349438,1,0.000000000000087748274545053400
0.350799,1,0.000000000000087748274545053400
0.35244,1,0.000000000000087748274545053400
0.3548,1,0.000000000000087748274545053400
0.356109,1,0.000000000000087748274545053400
0.356726,1,0.000000000000087748274545053400
0.357881,1,0.000000000000087748274545053400
0.357969,1,0.000000000000087748274545053400
0.359479,1,0.000000000000087748274545053400
0.359911,1,0.000000000000087748274545053400
0.361275,918,0.000000000080552916032359000000
0.361777,1,0.000000000000087748274545053400
0.362864,1,0.000000000000087748274545053400
0.363034,1,0.000000000000087748274545053400
0.364872,1,0.000000000000087748274545053400
0.365455,1,0.000000000000087748274545053400
0.36709,1,0.000000000000087748274545053400
0.37258,1,0.000000000000087748274545053400
0.376609,1,0.000000000000087748274545053400
0.376741,1,0.000000000000087748274545053400
0.377011,1,0.000000000000087748274545053400
0.377908,1,0.000000000000087748274545053400
0.378418,1,0.000000000000087748274545053400
0.37849,1,0.000000000000087748274545053400
0.378876,1,0.000000000000087748274545053400
0.380613,1,0.000000000000087748274545053400
0.381034,1,0.000000000000087748274545053400
0.381142,1,0.000000000000087748274545053400
0.38516,1,0.000000000000087748274545053400
0.385754,1,0.000000000000087748274545053400
0.38693,1,0.000000000000087748274545053400
0.388171,1,0.000000000000087748274545053400
0.390716,2,0.000000000000175496549090106000
0.391577,918,0.000000000080552916032359000000
0.391845,1,0.000000000000087748274545053400
0.392294,1,0.000000000000087748274545053400
0.392915,1,0.000000000000087748274545053400
0.393647,1,0.000000000000087748274545053400
0.395768,1,0.000000000000087748274545053400
0.398572,1,0.000000000000087748274545053400
0.398626,1,0.000000000000087748274545053400
0.400996,1,0.000000000000087748274545053400
0.402632,1,0.000000000000087748274545053400
0.404021,311,0.000000000027289713383511600000
0.405405,1,0.000000000000087748274545053400
0.405586,1,0.000000000000087748274545053400
0.405643,1,0.000000000000087748274545053400
0.405663,1,0.000000000000087748274545053400
0.406534,1,0.000000000000087748274545053400
0.411185,1,0.000000000000087748274545053400
0.41222,5,0.000000000000438741372725267000
0.412815,1,0.000000000000087748274545053400
0.412825,1,0.000000000000087748274545053400
0.412972,1,0.000000000000087748274545053400
0.413121,1,0.000000000000087748274545053400
0.4132,1,0.000000000000087748274545053400
0.413549,1,0.000000000000087748274545053400
0.414122,1,0.000000000000087748274545053400
0.415159,1,0.000000000000087748274545053400
0.417327,1,0.000000000000087748274545053400
0.418819,1,0.000000000000087748274545053400
0.419077,1,0.000000000000087748274545053400
0.420099,1,0.000000000000087748274545053400
0.42176,1,0.000000000000087748274545053400
0.422369,1,0.000000000000087748274545053400
0.422475,1,0.000000000000087748274545053400
0.423026,1,0.000000000000087748274545053400
0.424267,1,0.000000000000087748274545053400
0.424547,1,0.000000000000087748274545053400
0.425936,1,0.000000000000087748274545053400
0.426277,2,0.000000000000175496549090106000
0.427086,1,0.000000000000087748274545053400
0.42754,2,0.000000000000175496549090106000
0.427553,1,0.000000000000087748274545053400
0.427799,1099,0.000000000096435353725013700000
0.428514,1,0.000000000000087748274545053400
0.429078,1,0.000000000000087748274545053400
0.429831,1,0.000000000000087748274545053400
0.431044,1,0.000000000000087748274545053400
0.432985,1239,0.000000000108720112161321000000
0.433225,1,0.000000000000087748274545053400
0.435209,1,0.000000000000087748274545053400
0.435487,1,0.000000000000087748274545053400
0.436322,1,0.000000000000087748274545053400
0.437456,1,0.000000000000087748274545053400
0.437513,1,0.000000000000087748274545053400
0.437568,1,0.000000000000087748274545053400
0.438018,1,0.000000000000087748274545053400
0.438506,1,0.000000000000087748274545053400
0.439041,6,0.000000000000526489647270320000
0.43952,1,0.000000000000087748274545053400
0.439949,1,0.000000000000087748274545053400
0.440336,1,0.000000000000087748274545053400
0.44143,1,0.000000000000087748274545053400
0.441494,1,0.000000000000087748274545053400
0.441638,1,0.000000000000087748274545053400
0.442939,1,0.000000000000087748274545053400
0.445488,1,0.000000000000087748274545053400
0.445516,1,0.000000000000087748274545053400
0.446287,1,0.000000000000087748274545053400
0.447176,1,0.000000000000087748274545053400
0.448034,1,0.000000000000087748274545053400
0.449191,1,0.000000000000087748274545053400
0.449903,1,0.000000000000087748274545053400
0.450321,1,0.000000000000087748274545053400
0.45166,1,0.000000000000087748274545053400
0.452057,1,0.000000000000087748274545053400
0.453207,1,0.000000000000087748274545053400
0.453982,1,0.000000000000087748274545053400
0.454257,1,0.000000000000087748274545053400
0.454342,1,0.000000000000087748274545053400
0.454659,2,0.000000000000175496549090106000
0.455046,1,0.000000000000087748274545053400
0.455426,1,0.000000000000087748274545053400
0.455693,1,0.000000000000087748274545053400
0.456116,1,0.000000000000087748274545053400
0.456163,1,0.000000000000087748274545053400
0.456309,1,0.000000000000087748274545053400
0.456407,1,0.000000000000087748274545053400
0.45658,1,0.000000000000087748274545053400
0.456806,1,0.000000000000087748274545053400
0.457098,1,0.000000000000087748274545053400
0.457511,3,0.000000000000263244823635160000
0.457634,1,0.000000000000087748274545053400
0.458198,1,0.000000000000087748274545053400
0.459154,1,0.000000000000087748274545053400
0.460956,1,0.000000000000087748274545053400
0.462314,1,0.000000000000087748274545053400
0.462646,1,0.000000000000087748274545053400
0.464166,1,0.000000000000087748274545053400
0.464184,1,0.000000000000087748274545053400
0.46484,1110,0.000000000097400584745009300000
0.465674,1,0.000000000000087748274545053400
0.466959,1,0.000000000000087748274545053400
0.467219,1,0.000000000000087748274545053400
0.467522,1,0.000000000000087748274545053400
0.468171,1,0.000000000000087748274545053400
0.468673,1,0.000000000000087748274545053400
0.468768,1,0.000000000000087748274545053400
0.468929,1,0.000000000000087748274545053400
0.469158,1,0.000000000000087748274545053400
0.469581,1,0.000000000000087748274545053400
0.469656,1,0.000000000000087748274545053400
0.469982,1,0.000000000000087748274545053400
0.470942,1,0.000000000000087748274545053400
0.47196,1,0.000000000000087748274545053400
0.472166,1,0.000000000000087748274545053400
0.474269,1,0.000000000000087748274545053400
0.474607,1,0.000000000000087748274545053400
0.478038,1,0.000000000000087748274545053400
0.478054,1,0.000000000000087748274545053400
0.47918,1,0.000000000000087748274545053400
0.479867,1,0.000000000000087748274545053400
0.479897,1,0.000000000000087748274545053400
0.48272,1,0.000000000000087748274545053400
0.482787,1,0.000000000000087748274545053400
0.483181,1,0.000000000000087748274545053400
0.483312,1,0.000000000000087748274545053400
0.484626,1,0.000000000000087748274545053400
0.485566,1,0.000000000000087748274545053400
0.48663,1,0.000000000000087748274545053400
0.487668,1,0.000000000000087748274545053400
0.487943,1,0.000000000000087748274545053400
0.4897,1,0.000000000000087748274545053400
0.48974,1,0.000000000000087748274545053400
0.490679,1,0.000000000000087748274545053400
0.491573,1,0.000000000000087748274545053400
0.492756,1,0.000000000000087748274545053400
0.493151,1,0.000000000000087748274545053400
0.493409,1,0.000000000000087748274545053400
0.495614,1,0.000000000000087748274545053400
0.495678,1,0.000000000000087748274545053400
0.50106,1,0.000000000000087748274545053400
0.501288,1,0.000000000000087748274545053400
0.501523,1,0.000000000000087748274545053400
0.501589,1,0.000000000000087748274545053400
0.501966,1,0.000000000000087748274545053400
0.502291,1,0.000000000000087748274545053400
0.502304,1,0.000000000000087748274545053400
0.506209,1,0.000000000000087748274545053400
0.506787,1,0.000000000000087748274545053400
0.508971,1,0.000000000000087748274545053400
0.510416,1,0.000000000000087748274545053400
0.511043,1,0.000000000000087748274545053400
0.512686,1,0.000000000000087748274545053400
0.513214,1239,0.000000000108720112161321000000
0.51374,1,0.000000000000087748274545053400
0.513905,1,0.000000000000087748274545053400
0.514812,1,0.000000000000087748274545053400
0.515549,1,0.000000000000087748274545053400
0.5159,1,0.000000000000087748274545053400
0.516851,241,0.000000000021147334165357800000
0.516874,1,0.000000000000087748274545053400
0.517631,1,0.000000000000087748274545053400
0.518948,1,0.000000000000087748274545053400
0.520006,1,0.000000000000087748274545053400
0.520443,1,0.000000000000087748274545053400
0.520561,1,0.000000000000087748274545053400
0.520619,1,0.000000000000087748274545053400
0.522118,1,0.000000000000087748274545053400
0.522756,1,0.000000000000087748274545053400
0.523476,1,0.000000000000087748274545053400
0.524168,1,0.000000000000087748274545053400
0.525026,1,0.000000000000087748274545053400
0.525702,1,0.000000000000087748274545053400
0.525955,1,0.000000000000087748274545053400
0.525993,3,0.000000000000263244823635160000
0.526036,1,0.000000000000087748274545053400
0.527032,1,0.000000000000087748274545053400
0.527983,1,0.000000000000087748274545053400
0.528282,1,0.000000000000087748274545053400
0.528308,1,0.000000000000087748274545053400
0.528657,1,0.000000000000087748274545053400
0.529023,1,0.000000000000087748274545053400
0.529209,1,0.000000000000087748274545053400
0.529685,1,0.000000000000087748274545053400
0.531069,1,0.000000000000087748274545053400
0.533467,1,0.000000000000087748274545053400
0.533671,1,0.000000000000087748274545053400
0.534707,1,0.000000000000087748274545053400
0.534733,1,0.000000000000087748274545053400
0.538171,1,0.000000000000087748274545053400
0.539159,1,0.000000000000087748274545053400
0.540321,1,0.000000000000087748274545053400
0.542784,1,0.000000000000087748274545053400
0.544436,1,0.000000000000087748274545053400
0.549047,1,0.000000000000087748274545053400
0.549587,1,0.000000000000087748274545053400
0.550626,1,0.000000000000087748274545053400
0.552555,1,0.000000000000087748274545053400
0.552818,1,0.000000000000087748274545053400
0.557933,1,0.000000000000087748274545053400
0.55849,1,0.000000000000087748274545053400
0.558562,1,0.000000000000087748274545053400
0.558818,1229,0.000000000107842629415870000000
0.560701,1,0.000000000000087748274545053400
0.568095,1,0.000000000000087748274545053400
0.568615,1,0.000000000000087748274545053400
0.569119,1,0.000000000000087748274545053400
0.570746,1,0.000000000000087748274545053400
0.572138,1,0.000000000000087748274545053400
0.572382,918,0.000000000080552916032359000000
0.572665,1,0.000000000000087748274545053400
0.575797,1,0.000000000000087748274545053400
0.578048,1,0.000000000000087748274545053400
0.579238,1054,0.000000000092486681370486300000
0.58047,1,0.000000000000087748274545053400
0.581725,1,0.000000000000087748274545053400
0.584224,8,0.000000000000701986196360427000
0.587128,1,0.000000000000087748274545053400
0.58821,1,0.000000000000087748274545053400
0.589327,1,0.000000000000087748274545053400
0.590566,1,0.000000000000087748274545053400
0.591747,1,0.000000000000087748274545053400
0.592429,1,0.000000000000087748274545053400
0.593204,1,0.000000000000087748274545053400
0.594311,1,0.000000000000087748274545053400
0.595045,1,0.000000000000087748274545053400
0.595231,1,0.000000000000087748274545053400
