Value,Pixel count,Area (deg²)
0.000122745,831,0.000000000071968660037322700000
0.000238227,1282,0.000000000111027463499215000000
0.000368236,4315,0.000000000373700081902584000000
0.00037913,998,0.000000000086431675953367100000
0.000476455,938,0.000000000081235382809878000000
0.000490981,1027,0.000000000088943217639386700000
0.000595568,2009,0.000000000173989215421156000000
0.000837406,1,0.000000000000086604885724816700
0.000840069,1,0.000000000000086604885724816700
0.000847071,1,0.000000000000086604885724816700
0.000859216,924,0.000000000080022914409730600000
0.000874669,1,0.000000000000086604885724816700
0.000936229,1,0.000000000000086604885724816700
0.000981961,989,0.000000000085652231981843700000
0.00104998,1,0.000000000000086604885724816700
0.00107202,1058,0.000000000091627969096856100000
0.00107885,1,0.000000000000086604885724816700
0.00108982,1,0.000000000000086604885724816700
0.00109508,1,0.000000000000086604885724816700
0.00109798,1,0.000000000000086604885724816700
0.00109975,1,0.000000000000086604885724816700
0.0011009,1,0.000000000000086604885724816700
0.00110169,1,0.000000000000086604885724816700
0.00117817,1,0.000000000000086604885724816700
0.00118709,1,0.000000000000086604885724816700
0.00121054,1,0.000000000000086604885724816700
0.00130297,1,0.000000000000086604885724816700
0.00144231,1,0.000000000000086604885724816700
0.00151652,939,0.000000000081321987695602900000
0.00153752,1,0.000000000000086604885724816700
0.00153836,1,0.000000000000086604885724816700
0.00153958,1,0.000000000000086604885724816700
0.00154146,1,0.000000000000086604885724816700
0.00154454,1,0.000000000000086604885724816700
0.00154848,967,0.000000000083746924495897700000
0.00155013,1,0.000000000000086604885724816700
0.00156179,1,0.000000000000086604885724816700
0.00159099,1,0.000000000000086604885724816700
0.00159246,1,0.000000000000086604885724816700
0.00159569,957,0.000000000082880875638649600000
0.00162871,1,0.000000000000086604885724816700
0.00164306,1,0.000000000000086604885724816700
0.00164992,1,0.000000000000086604885724816700
0.00165372,1,0.000000000000086604885724816700
0.00165603,1,0.000000000000086604885724816700
0.00165753,1,0.000000000000086604885724816700
0.00166649,1,0.000000000000086604885724816700
0.00167228,1,0.000000000000086604885724816700
0.00171332,1,0.000000000000086604885724816700
0.00196392,1085,0.000000000093966301011426100000
0.00208667,388,0.000000000033602695661228900000
0.0021484,1021,0.000000000088423588325037800000
0.00220941,1958,0.000000000169572366249191000000
0.00230463,1,0.000000000000086604885724816700
0.00238227,924,0.000000000080022914409730600000
0.00252469,1,0.000000000000086604885724816700
0.00254193,1,0.000000000000086604885724816700
0.00257765,1049,0.000000000090848525125332700000
0.0027326,1,0.000000000000086604885724816700
0.00280908,1,0.000000000000086604885724816700
0.00282314,911,0.000000000078897050895308000000
0.00284015,1,0.000000000000086604885724816700
0.00288124,1,0.000000000000086604885724816700
0.00289819,1,0.000000000000086604885724816700
0.00290868,1,0.000000000000086604885724816700
0.00292181,1,0.000000000000086604885724816700
0.00292907,1,0.000000000000086604885724816700
0.00293349,1,0.000000000000086604885724816700
0.00293637,1,0.000000000000086604885724816700
0.00293835,1,0.000000000000086604885724816700
0.0029402,1,0.000000000000086604885724816700
0.00294588,1061,0.000000000091887783754030500000
0.00295618,1,0.000000000000086604885724816700
0.00296383,1,0.000000000000086604885724816700
0.00296805,1,0.000000000000086604885724816700
0.00297062,1,0.000000000000086604885724816700
0.0029723,1,0.000000000000086604885724816700
0.00297346,1,0.000000000000086604885724816700
0.00302307,1,0.000000000000086604885724816700
0.00303473,1,0.000000000000086604885724816700
0.0030654,1,0.000000000000086604885724816700
0.00318626,1,0.000000000000086604885724816700
0.00322576,1,0.000000000000086604885724816700
0.00357962,1,0.000000000000086604885724816700
0.00358126,1,0.000000000000086604885724816700
0.00358364,1,0.000000000000086604885724816700
0.00358728,1,0.000000000000086604885724816700
0.00359326,1,0.000000000000086604885724816700
0.0036041,1,0.000000000000086604885724816700
0.00362673,1,0.000000000000086604885724816700
0.00368626,1,0.000000000000086604885724816700
0.00374275,1,0.000000000000086604885724816700
0.00378929,1,0.000000000000086604885724816700
0.00392083,1,0.000000000000086604885724816700
0.00404987,1003,0.000000000086864700381991100000
0.00405059,1272,0.000000000110161414641966000000
0.00416898,924,0.000000000080022914409730600000
0.00417607,1,0.000000000000086604885724816700
0.00422908,1,0.000000000000086604885724816700
0.00422923,1,0.000000000000086604885724816700
0.00422944,1,0.000000000000086604885724816700
0.00422976,1,0.000000000000086604885724816700
